id,date,store_nbr,family,sales,onpromotion
2273835,2016-07-03,1,BEVERAGES,973.0,7
2273844,2016-07-03,1,GROCERY I,1263.0,27
2275617,2016-07-04,1,BEVERAGES,2033.0,8
2275626,2016-07-04,1,GROCERY I,2946.0,48
2277399,2016-07-05,1,BEVERAGES,1941.0,13
2277408,2016-07-05,1,GROCERY I,2479.0,45
2279181,2016-07-06,1,BEVERAGES,2400.0,29
2279190,2016-07-06,1,GROCERY I,3117.0,68
2280963,2016-07-07,1,BEVERAGES,1697.0,15
2280972,2016-07-07,1,GROCERY I,2325.0,41
2282745,2016-07-08,1,BEVERAGES,2322.0,13
2282754,2016-07-08,1,GROCERY I,2807.0,38
2284527,2016-07-09,1,BEVERAGES,2089.0,16
2284536,2016-07-09,1,GROCERY I,2196.0,34
2286309,2016-07-10,1,BEVERAGES,787.0,11
2286318,2016-07-10,1,GROCERY I,1044.0,28
2288091,2016-07-11,1,BEVERAGES,2048.0,13
2288100,2016-07-11,1,GROCERY I,2373.0,46
2289873,2016-07-12,1,BEVERAGES,1769.0,14
2289882,2016-07-12,1,GROCERY I,2254.0,41
2291655,2016-07-13,1,BEVERAGES,2332.0,8
2291664,2016-07-13,1,GROCERY I,2955.0,49
2293437,2016-07-14,1,BEVERAGES,1867.0,6
2293446,2016-07-14,1,GROCERY I,2379.0,39
2295219,2016-07-15,1,BEVERAGES,2162.0,8
2295228,2016-07-15,1,GROCERY I,3094.0,47
2297001,2016-07-16,1,BEVERAGES,2301.0,7
2297010,2016-07-16,1,GROCERY I,2712.0,46
2298783,2016-07-17,1,BEVERAGES,982.0,5
2298792,2016-07-17,1,GROCERY I,1070.0,29
2300565,2016-07-18,1,BEVERAGES,2066.0,9
2300574,2016-07-18,1,GROCERY I,2540.0,35
2302347,2016-07-19,1,BEVERAGES,1875.0,6
2302356,2016-07-19,1,GROCERY I,2457.0,39
2304129,2016-07-20,1,BEVERAGES,2086.0,9
2304138,2016-07-20,1,GROCERY I,2843.0,52
2305911,2016-07-21,1,BEVERAGES,1763.0,6
2305920,2016-07-21,1,GROCERY I,2365.0,40
2307693,2016-07-22,1,BEVERAGES,2250.0,12
2307702,2016-07-22,1,GROCERY I,2755.0,41
2309475,2016-07-23,1,BEVERAGES,2025.0,6
2309484,2016-07-23,1,GROCERY I,2329.0,35
2311257,2016-07-24,1,BEVERAGES,815.0,4
2311266,2016-07-24,1,GROCERY I,1150.0,28
2313039,2016-07-25,1,BEVERAGES,1929.0,6
2313048,2016-07-25,1,GROCERY I,2285.0,35
2314821,2016-07-26,1,BEVERAGES,1898.0,5
2314830,2016-07-26,1,GROCERY I,2428.0,38
2316603,2016-07-27,1,BEVERAGES,2166.0,0
2316612,2016-07-27,1,GROCERY I,2842.0,0
2318385,2016-07-28,1,BEVERAGES,1742.0,9
2318394,2016-07-28,1,GROCERY I,2275.0,37
2320167,2016-07-29,1,BEVERAGES,1671.0,6
2320176,2016-07-29,1,GROCERY I,2243.0,41
2321949,2016-07-30,1,BEVERAGES,2286.0,9
2321958,2016-07-30,1,GROCERY I,2697.0,46
2323731,2016-07-31,1,BEVERAGES,858.0,4
2323740,2016-07-31,1,GROCERY I,1047.0,27
2325513,2016-08-01,1,BEVERAGES,2418.0,10
2325522,2016-08-01,1,GROCERY I,3121.0,35
2327295,2016-08-02,1,BEVERAGES,1859.0,12
2327304,2016-08-02,1,GROCERY I,2577.0,37
2329077,2016-08-03,1,BEVERAGES,2411.0,16
2329086,2016-08-03,1,GROCERY I,3139.0,32
2330859,2016-08-04,1,BEVERAGES,1741.0,24
2330868,2016-08-04,1,GROCERY I,2435.0,17
2332641,2016-08-05,1,BEVERAGES,2349.0,33
2332650,2016-08-05,1,GROCERY I,2845.0,24
2334423,2016-08-06,1,BEVERAGES,2206.0,24
2334432,2016-08-06,1,GROCERY I,2304.0,17
2336205,2016-08-07,1,BEVERAGES,873.0,20
2336214,2016-08-07,1,GROCERY I,917.0,18
2337987,2016-08-08,1,BEVERAGES,2168.0,28
2337996,2016-08-08,1,GROCERY I,2684.0,20
2339769,2016-08-09,1,BEVERAGES,2102.0,37
2339778,2016-08-09,1,GROCERY I,2486.0,27
2341551,2016-08-10,1,BEVERAGES,2135.0,25
2341560,2016-08-10,1,GROCERY I,2374.0,22
2343333,2016-08-11,1,BEVERAGES,2017.0,22
2343342,2016-08-11,1,GROCERY I,2511.0,20
2345115,2016-08-12,1,BEVERAGES,1038.0,24
2345124,2016-08-12,1,GROCERY I,1055.0,17
2346897,2016-08-13,1,BEVERAGES,1613.0,29
2346906,2016-08-13,1,GROCERY I,1621.0,18
2348679,2016-08-14,1,BEVERAGES,743.0,14
2348688,2016-08-14,1,GROCERY I,728.0,14
2350461,2016-08-15,1,BEVERAGES,2420.0,37
2350470,2016-08-15,1,GROCERY I,3181.0,24
2352243,2016-08-16,1,BEVERAGES,2010.0,23
2352252,2016-08-16,1,GROCERY I,2436.0,22
2354025,2016-08-17,1,BEVERAGES,2346.0,34
2354034,2016-08-17,1,GROCERY I,2422.0,24
2355807,2016-08-18,1,BEVERAGES,1907.0,24
2355816,2016-08-18,1,GROCERY I,2201.0,20
2357589,2016-08-19,1,BEVERAGES,2218.0,26
2357598,2016-08-19,1,GROCERY I,2538.0,23
2359371,2016-08-20,1,BEVERAGES,2103.0,30
2359380,2016-08-20,1,GROCERY I,2308.0,26
2361153,2016-08-21,1,BEVERAGES,893.0,22
2361162,2016-08-21,1,GROCERY I,969.0,17
2362935,2016-08-22,1,BEVERAGES,2176.0,31
2362944,2016-08-22,1,GROCERY I,2360.0,21
2364717,2016-08-23,1,BEVERAGES,2123.0,37
2364726,2016-08-23,1,GROCERY I,2545.0,29
2366499,2016-08-24,1,BEVERAGES,2151.0,27
2366508,2016-08-24,1,GROCERY I,2886.0,32
2368281,2016-08-25,1,BEVERAGES,1820.0,12
2368290,2016-08-25,1,GROCERY I,1999.0,21
2370063,2016-08-26,1,BEVERAGES,2030.0,17
2370072,2016-08-26,1,GROCERY I,2419.0,31
2371845,2016-08-27,1,BEVERAGES,2112.0,14
2371854,2016-08-27,1,GROCERY I,2141.0,19
2373627,2016-08-28,1,BEVERAGES,944.0,10
2373636,2016-08-28,1,GROCERY I,1045.0,20
2375409,2016-08-29,1,BEVERAGES,1925.0,14
2375418,2016-08-29,1,GROCERY I,2280.0,27
2377191,2016-08-30,1,BEVERAGES,1990.0,15
2377200,2016-08-30,1,GROCERY I,2337.0,28
2378973,2016-08-31,1,BEVERAGES,2169.0,17
2378982,2016-08-31,1,GROCERY I,2903.0,32
2380755,2016-09-01,1,BEVERAGES,2224.0,12
2380764,2016-09-01,1,GROCERY I,2935.0,22
2382537,2016-09-02,1,BEVERAGES,2418.0,11
2382546,2016-09-02,1,GROCERY I,2798.0,18
2384319,2016-09-03,1,BEVERAGES,2167.0,11
2384328,2016-09-03,1,GROCERY I,2534.0,21
2386101,2016-09-04,1,BEVERAGES,921.0,7
2386110,2016-09-04,1,GROCERY I,1282.0,7
2387883,2016-09-05,1,BEVERAGES,2240.0,13
2387892,2016-09-05,1,GROCERY I,2432.0,16
2389665,2016-09-06,1,BEVERAGES,2391.0,13
2389674,2016-09-06,1,GROCERY I,2943.0,17
2391447,2016-09-07,1,BEVERAGES,2060.0,10
2391456,2016-09-07,1,GROCERY I,2646.0,26
2393229,2016-09-08,1,BEVERAGES,1946.0,8
2393238,2016-09-08,1,GROCERY I,2380.0,21
2395011,2016-09-09,1,BEVERAGES,2451.0,14
2395020,2016-09-09,1,GROCERY I,2604.0,25
2396793,2016-09-10,1,BEVERAGES,2251.0,8
2396802,2016-09-10,1,GROCERY I,2370.0,19
